loading_id,gantry_bay_id,meter_id,dispatch_id,omc_id,depot,product,physical_loaded_liters,temperature_c,density_kg_m3,loading_timestamp
LOAD-003623,BAY-05,MTR-115,DISP-03623,OMC-011,Nairobi,LPG,47849,23.7,755.6,2026-06-20 09:57:10
LOAD-003611,BAY-07,MTR-880,DISP-03611,OMC-006,Eldoret,PMS,21967,22.8,778.5,2025-09-15 23:45:00
LOAD-002576,BAY-06,MTR-619,DISP-02576,OMC-014,Mombasa (Kipevu),PMS,29156,25.4,819.9,2025-12-02 17:24:10
LOAD-008732,BAY-10,MTR-884,DISP-08732,OMC-017,Mombasa (KOSF),AGO,48525,27.8,772.9,10/05/2025
LOAD-000663,BAY-02,MTR-206,DISP-00663,OMC-016,Nairobi,LUB,45866,27.2,830.1,2025-11-17 23:45:50
LOAD-007931,BAY-02,MTR-977,DISP-07931,OMC-012,Kisumu,PMS,40487,27.0,793.6,2026-02-16 02:41:41
LOAD-009614,BAY-01,MTR-643,DISP-09614,OMC-002,Kisumu,PMS,41329,24.3,837.8,2025-02-05 08:18:31
LOAD-001835,BAY-09,MTR-357,DISP-01835,OMC-002,Mombasa (KOSF),DPK,52993,21.1,770.6,2025-05-05 19:44:01
LOAD-002619,BAY-04,MTR-517,DISP-02619,OMC-007,Mombasa (Kipevu),DPK,20854,28.3,793.9,2026-04-27 20:01:44
LOAD-006913,BAY-02,MTR-524,DISP-06913,OMC-007,Mombasa (Kipevu),JETA1,41470,20.9,724.1,2025-05-16 05:14:10
LOAD-003837,BAY-10,MTR-265,DISP-03837,OMC-013,Eldoret,HFO,51848,20.6,762.5,2025-12-02 05:24:13
LOAD-000926,BAY-01,MTR-992,DISP-00926,OMC-013,Mombasa (Kipevu),AGO,33436,30.1,798.2,2026-01-25 05:34:26
LOAD-003118,BAY-06,MTR-967,DISP-03118,OMC-018,Eldoret,LUB,31349,28.9,753.5,2026-03-09 23:32:20
LOAD-007658,BAY-07,MTR-525,DISP-07658,OMC-008,Mombasa (KOSF),LPG,35445,26.2,749.0,2025-12-16 21:56:44
LOAD-001878,BAY-02,MTR-600,DISP-01878,OMC-014,Eldoret,HFO,34587,23.9,834.0,2025-11-22 19:27:39
LOAD-001863,BAY-03,MTR-497,DISP-01863,OMC-008,Kisumu,JETA1,26922,24.7,790.0,2025-05-08 16:15:23
LOAD-003428,BAY-03,MTR-457,DISP-03428,OMC-016,Eldoret,LUB,56284,31.2,820.1,2026-01-09 07:34:28
LOAD-003239,BAY-02,MTR-207,DISP-03239,OMC-005,Nairobi,PMS,51137,21.5,730.3,
LOAD-005915,BAY-09,MTR-156,DISP-05915,OMC-015,Mombasa (Kipevu),JETA1,56903,20.2,802.8,2025-04-25 18:47:26
LOAD-003819,BAY-04,MTR-102,DISP-03819,OMC-004,Mombasa (KOSF),HFO,25600,25.1,833.2,2026-02-15 22:07:10
LOAD-001247,BAY-06,MTR-624,DISP-01247,OMC-009,Mombasa (Kipevu),AGO,25637,25.4,825.5,2025-04-05 22:09:24
LOAD-005882,BAY-11,MTR-725,DISP-05882,OMC-011,Nairobi,HFO,55655,31.1,805.8,2025-11-27 13:32:11
LOAD-001175,BAY-04,MTR-649,DISP-01175,OMC-017,Eldoret,DPK,27698,22.1,804.6,2026-03-25 09:03:14
LOAD-004815,BAY-06,MTR-548,DISP-04815,OMC-016,Kisumu,AGO,36606,25.7,739.6,2026-06-14 03:59:51
LOAD-000158,BAY-10,MTR-402,DISP-00158,OMC-009,Eldoret,AGO,46427,28.6,730.7,2026-04-07 17:51:44
LOAD-003001,BAY-08,MTR-151,DISP-03001,OMC-013,Mombasa (Kipevu),DPK,58814,20.4,816.2,2025-04-09 03:44:37
LOAD-004382,BAY-04,MTR-159,DISP-04382,OMC-015,Mombasa (KOSF),HFO,49406,30.5,734.9,2025-11-13 11:58:26
LOAD-001071,BAY-09,MTR-287,DISP-01071,OMC-004,Eldoret,LUB,54234,31.7,720.4,2026-03-03 10:17:48
LOAD-002997,BAY-11,MTR-949,DISP-02997,OMC-007,Mombasa (KOSF),HFO,51852,24.4,786.6,2025-04-19 13:36:21
LOAD-000597,BAY-12,MTR-433,DISP-00597,OMC-016,Nairobi,LPG,54937,22.8,783.0,2026-06-12 15:02:29
LOAD-001823,BAY-02,MTR-144,DISP-01823,OMC-006,Kisumu,PMS,33193,20.6,816.6,2025-05-29 21:37:18
LOAD-000148,BAY-02,MTR-922,DISP-00148,OMC-018,Nairobi,DPK,40513,25.6,829.2,2025-11-26 10:18:21
LOAD-000572,BAY-03,MTR-958,,OMC-016,Kisumu,AGO,52817,21.2,758.2,2026-04-18 02:29:03
LOAD-008714,BAY-06,MTR-997,DISP-08714,OMC-011,Mombasa (KOSF),HFO,31667,25.7,794.1,2025-05-09 08:27:33
LOAD-009987,BAY-10,MTR-827,DISP-09987,OMC-009,Nairobi,LUB,20240,23.6,830.7,2025-04-27 11:43:31
LOAD-007098,BAY-03,MTR-884,DISP-07098,OMC-004,Eldoret,HFO,34219,27.7,789.8,2026-02-10 01:23:19
LOAD-007322,BAY-07,MTR-602,,OMC-012,Kisumu,HFO,39209,28.9,736.3,2026-02-10 18:16:15
LOAD-005866,BAY-12,MTR-217,,OMC-004,Mombasa (Kipevu),PMS,47859,27.1,820.2,2026-03-17 04:51:39
LOAD-001479,BAY-10,MTR-651,DISP-01479,OMC-012,Mombasa (Kipevu),DPK,48113,26.9,757.5,2026-02-06 23:37:16
LOAD-000786,BAY-07,MTR-398,DISP-00786,OMC-014,Nairobi,PMS,58770,22.7,772.8,2026-06-09 00:51:11
LOAD-001079,BAY-04,MTR-475,DISP-01079,OMC-005,Eldoret,AGO,25381,30.6,758.9,10/03/2026
LOAD-002018,BAY-05,MTR-565,DISP-02018,OMC-019,Kisumu,HFO,20256,29.5,833.5,2025-05-05 09:35:46
LOAD-004249,BAY-07,MTR-959,DISP-04249,OMC-011,Eldoret,DPK,26224,30.4,782.0,2025-09-30 07:11:23
LOAD-009425,BAY-07,MTR-513,DISP-09425,OMC-012,Mombasa (KOSF),JETA1,21618,28.5,769.4,2026-04-11 03:53:26
LOAD-004056,BAY-01,MTR-390,DISP-04056,OMC-007,Mombasa (Kipevu),LUB,55382,22.2,727.4,2026-02-05 07:06:02
LOAD-005045,BAY-03,MTR-450,DISP-05045,OMC-005,Mombasa (Kipevu),DPK,23273,23.1,821.0,2026-03-03 02:39:15
LOAD-000472,BAY-08,MTR-646,DISP-00472,OMC-014,Kisumu,JETA1,30172,31.4,761.1,2025-08-12 05:15:10
LOAD-000387,BAY-03,MTR-292,DISP-00387,OMC-019,Eldoret,JETA1,28449,30.1,766.8,2026-02-08 22:45:48
LOAD-009632,BAY-03,MTR-886,DISP-09632,OMC-002,Kisumu,PMS,57163,20.2,740.6,2025-08-07 08:27:23
LOAD-004794,BAY-08,MTR-942,DISP-04794,OMC-013,Mombasa (Kipevu),LPG,37691,30.0,746.4,2026-03-26 16:35:19
LOAD-008987,BAY-07,MTR-336,DISP-08987,OMC-007,Nairobi,DPK,47661,21.2,833.7,2025-04-04 16:55:24
LOAD-005197,BAY-10,MTR-841,DISP-05197,OMC-010,Mombasa (Kipevu),DPK,34803,27.2,743.5,2025-01-09 22:57:51
LOAD-004527,BAY-09,MTR-702,DISP-04527,OMC-003,Kisumu,LPG,57669,26.1,839.1,2026-02-25 18:40:00
LOAD-001005,BAY-09,MTR-697,DISP-01005,OMC-009,Nairobi,LUB,57112,26.1,774.7,2025-05-08 13:42:36
LOAD-008214,BAY-07,MTR-923,DISP-08214,OMC-004,Eldoret,LUB,30557,31.8,844.9,17/02/2026
LOAD-003749,BAY-06,MTR-622,DISP-03749,OMC-001,Eldoret,AGO,59220,24.0,738.4,2026-06-21 09:53:11
LOAD-004200,BAY-11,MTR-886,DISP-04200,OMC-019,Eldoret,AGO,53064,29.2,809.1,2025-03-30 23:14:33
LOAD-000322,BAY-04,MTR-192,DISP-00322,OMC-001,Mombasa (Kipevu),DPK,48608,25.9,764.4,2025-06-05 01:48:25
LOAD-005348,BAY-12,MTR-108,DISP-05348,OMC-018,Kisumu,DPK,47646,25.1,844.4,2026-01-09 02:17:26
LOAD-001609,BAY-10,MTR-422,DISP-01609,OMC-007,Eldoret,HFO,37090,20.2,756.7,2026-05-12 20:54:36
LOAD-006563,BAY-09,MTR-796,DISP-06563,OMC-017,Mombasa (KOSF),JETA1,23488,30.4,720.7,2025-09-03 12:59:21
LOAD-005524,BAY-02,MTR-509,DISP-05524,OMC-014,Eldoret,JETA1,26989,20.1,734.9,2026-04-02 14:58:11
LOAD-000065,BAY-04,MTR-980,DISP-00065,OMC-017,Mombasa (KOSF),LUB,38733,28.1,771.7,2025-10-07 05:59:27
LOAD-005397,BAY-09,MTR-275,DISP-05397,OMC-017,Mombasa (Kipevu),LUB,34747,30.4,771.3,2026-06-10 22:49:31
LOAD-008354,BAY-03,MTR-571,DISP-08354,OMC-019,Mombasa (KOSF),LUB,48023,29.5,786.9,2025-06-27 06:39:21
LOAD-004478,BAY-05,MTR-552,DISP-04478,OMC-020,Mombasa (KOSF),DPK,42703,28.1,812.3,2026-02-25 07:59:36
LOAD-002567,BAY-06,MTR-717,DISP-02567,OMC-003,Mombasa (Kipevu),JETA1,40851,22.3,748.4,2026-06-24 21:48:08
LOAD-003294,BAY-01,MTR-903,DISP-03294,OMC-011,Mombasa (Kipevu),DPK,43906,23.5,729.1,2026-04-13 19:32:36
LOAD-007541,BAY-12,MTR-910,DISP-07541,OMC-015,Mombasa (Kipevu),DPK,56542,27.6,798.2,2026-03-05 00:28:57
LOAD-004611,BAY-02,MTR-686,DISP-04611,OMC-007,Mombasa (Kipevu),AGO,58300,31.4,767.5,2026-03-13 17:19:01
LOAD-008062,BAY-11,MTR-402,DISP-08062,OMC-013,Mombasa (KOSF),PMS,26619,27.3,763.3,2025-04-18 22:35:00
LOAD-001395,BAY-09,MTR-849,DISP-01395,OMC-015,Nairobi,AGO,50895,28.8,734.6,2025-11-11 09:48:10
LOAD-001368,BAY-04,MTR-642,DISP-01368,OMC-006,Mombasa (KOSF),DPK,33065,26.6,720.2,2025-12-11 07:02:28
LOAD-002707,BAY-05,MTR-197,DISP-02707,OMC-010,Mombasa (Kipevu),JETA1,51078,30.1,756.6,2026-01-07 00:38:43
LOAD-005098,BAY-10,MTR-873,DISP-05098,OMC-006,Nairobi,LUB,22633,27.5,826.7,2025-01-08 11:38:03
LOAD-008964,BAY-11,MTR-474,DISP-08964,OMC-008,Eldoret,PMS,48287,23.2,757.1,2025-04-01 15:53:14
LOAD-008138,BAY-04,MTR-911,DISP-08138,OMC-013,Eldoret,LUB,55905,24.1,807.0,2025-11-12 04:49:52
LOAD-006866,BAY-06,MTR-337,DISP-06866,OMC-002,Kisumu,LPG,44733,23.5,811.5,2025-01-26 10:47:31
LOAD-007249,BAY-11,MTR-720,DISP-07249,OMC-012,Mombasa (KOSF),DPK,21755,27.3,801.7,2026-02-13 05:44:24
LOAD-006703,BAY-03,MTR-274,DISP-06703,OMC-007,Nairobi,DPK,25022,21.2,814.9,2025-10-19 13:40:04
LOAD-005042,BAY-09,MTR-212,DISP-05042,OMC-018,Mombasa (Kipevu),LPG,26564,20.8,844.3,2026-04-12 09:31:43
LOAD-000564,BAY-08,MTR-754,DISP-00564,OMC-020,Mombasa (Kipevu),JETA1,38991,21.1,733.6,2026-02-05 13:53:00
LOAD-003408,BAY-06,MTR-190,DISP-03408,OMC-004,Mombasa (Kipevu),HFO,25566,22.5,723.7,2026-02-09 18:10:08
LOAD-009616,BAY-03,MTR-724,DISP-09616,OMC-015,Kisumu,JETA1,25117,25.7,826.4,2025-08-03 05:30:03
LOAD-007602,BAY-01,MTR-375,DISP-07602,OMC-010,Kisumu,LUB,24878,28.0,791.6,28/01/2026
LOAD-005684,BAY-10,MTR-861,DISP-05684,OMC-008,Mombasa (Kipevu),JETA1,40329,23.8,800.0,2025-10-10 03:47:50
LOAD-005326,BAY-06,MTR-397,DISP-05326,OMC-020,Eldoret,HFO,45867,26.4,832.1,2026-03-04 10:28:44
LOAD-003689,BAY-10,MTR-741,DISP-03689,OMC-013,Eldoret,LPG,45439,26.1,777.1,2025-06-08 00:50:43
LOAD-003409,BAY-12,MTR-455,DISP-03409,OMC-006,Kisumu,DPK,27059,23.9,751.3,2025-12-31 01:37:47
LOAD-007361,BAY-02,MTR-803,DISP-07361,OMC-008,Mombasa (KOSF),HFO,35393,21.5,765.6,2026-05-13 05:08:42
LOAD-008684,BAY-02,MTR-322,DISP-08684,OMC-018,Eldoret,PMS,53512,27.0,752.5,2025-12-03 20:00:08
LOAD-001567,BAY-07,MTR-685,DISP-01567,OMC-001,Kisumu,HFO,36362,25.8,818.5,29/03/2025
LOAD-000429,BAY-12,MTR-760,DISP-00429,OMC-007,Mombasa (Kipevu),HFO,38956,22.3,722.9,2026-06-18 22:50:18
LOAD-003266,BAY-09,MTR-437,DISP-03266,OMC-010,Mombasa (KOSF),JETA1,44819,22.7,816.0,2025-11-07 09:17:05
LOAD-005931,BAY-08,MTR-283,DISP-05931,OMC-008,Nairobi,LUB,59713,21.6,834.0,2025-07-11 11:49:11
LOAD-007974,BAY-05,MTR-425,DISP-07974,OMC-008,Kisumu,DPK,50401,30.1,820.9,2026-06-19 10:58:36
LOAD-006942,BAY-01,MTR-711,DISP-06942,OMC-002,Eldoret,LPG,29614,23.5,842.1,2025-04-16 15:09:42
LOAD-000097,BAY-04,MTR-495,DISP-00097,OMC-017,Kisumu,PMS,22130,24.5,723.7,2025-05-31 15:55:40
LOAD-003019,BAY-03,MTR-696,DISP-03019,OMC-011,Mombasa (Kipevu),LPG,44654,28.8,721.9,
LOAD-008366,BAY-08,MTR-399,DISP-08366,OMC-013,Kisumu,JETA1,42442,23.4,754.9,2025-02-24 03:29:47
LOAD-009524,BAY-06,MTR-673,DISP-09524,OMC-020,Eldoret,DPK,30243,26.7,772.0,2026-02-21 12:56:04
LOAD-006498,BAY-03,MTR-384,DISP-06498,OMC-018,Nairobi,DPK,38509,31.3,767.7,
LOAD-008471,BAY-12,MTR-301,DISP-08471,OMC-007,Eldoret,AGO,33912,23.0,792.0,2026-03-17 09:05:26
LOAD-005542,BAY-10,MTR-146,DISP-05542,OMC-008,Mombasa (KOSF),PMS,50885,24.5,811.0,2025-01-24 19:44:21
LOAD-009250,BAY-07,MTR-202,DISP-09250,OMC-013,Mombasa (KOSF),HFO,25645,29.7,833.8,2026-02-17 14:57:49
LOAD-008518,BAY-08,MTR-145,DISP-08518,OMC-013,Eldoret,LPG,30458,23.5,791.5,2026-05-11 13:41:50
LOAD-008909,BAY-12,MTR-763,DISP-08909,OMC-004,Mombasa (KOSF),DPK,30544,29.4,721.4,2026-04-13 02:41:10
LOAD-003434,BAY-08,MTR-369,DISP-03434,OMC-009,Mombasa (KOSF),LPG,55474,25.7,731.9,2026-01-27 04:53:38
LOAD-005942,BAY-06,MTR-998,DISP-05942,OMC-018,Mombasa (Kipevu),LPG,44481,22.2,832.4,2025-02-27 00:53:10
LOAD-000130,BAY-10,MTR-337,DISP-00130,OMC-016,Mombasa (KOSF),LPG,56317,28.7,841.8,2026-05-04 23:41:07
LOAD-008601,BAY-10,MTR-984,DISP-08601,OMC-002,Mombasa (Kipevu),LUB,20776,30.3,832.4,2025-08-05 05:46:39
LOAD-005924,BAY-04,MTR-426,DISP-05924,OMC-001,Kisumu,LUB,46040,31.0,741.3,2025-12-09 17:06:32
LOAD-008972,BAY-08,MTR-948,DISP-08972,OMC-003,Nairobi,AGO,50780,29.4,756.9,2026-06-27 12:51:58
LOAD-008921,BAY-03,MTR-505,DISP-08921,OMC-006,Mombasa (KOSF),PMS,32032,29.6,731.9,2025-07-08 01:37:01
LOAD-002266,BAY-08,MTR-670,DISP-02266,OMC-010,Mombasa (KOSF),PMS,54917,25.7,812.0,2026-03-20 12:47:49
LOAD-000037,BAY-12,MTR-706,DISP-00037,OMC-015,Eldoret,LUB,50986,30.2,828.0,2025-06-06 15:51:20
LOAD-001163,BAY-10,MTR-319,DISP-01163,OMC-015,Mombasa (Kipevu),AGO,43066,30.6,844.2,2025-08-11 20:33:08
LOAD-001234,BAY-09,MTR-764,DISP-01234,OMC-013,Nairobi,AGO,25288,25.4,787.8,2025-08-27 01:19:34
LOAD-006169,BAY-12,MTR-846,DISP-06169,OMC-004,Mombasa (Kipevu),HFO,56147,24.7,835.4,2026-04-07 17:35:01
LOAD-004768,BAY-04,MTR-739,DISP-04768,OMC-005,Nairobi,AGO,36256,20.7,825.0,2026-03-22 20:19:01
LOAD-005026,BAY-09,MTR-674,DISP-05026,OMC-016,Nairobi,PMS,21161,26.7,741.0,2026-01-07 14:18:27
LOAD-005641,BAY-07,MTR-372,DISP-05641,OMC-016,Kisumu,LUB,33908,31.1,808.4,2025-12-16 04:59:17
LOAD-004902,BAY-04,MTR-341,DISP-04902,OMC-010,Kisumu,JETA1,38313,23.2,755.1,2026-03-25 14:33:37
LOAD-006266,BAY-07,MTR-875,DISP-06266,OMC-001,Eldoret,JETA1,23351,28.3,734.8,2025-08-05 02:48:33
LOAD-007776,BAY-03,MTR-334,DISP-07776,OMC-016,Eldoret,AGO,33774,20.9,822.8,2026-06-13 18:33:16
LOAD-006184,BAY-10,MTR-581,DISP-06184,OMC-009,Mombasa (Kipevu),AGO,34259,31.8,823.4,2025-09-27 00:54:37
LOAD-006015,BAY-03,MTR-977,DISP-06015,OMC-010,Nairobi,JETA1,28782,20.1,848.7,2025-04-02 16:08:45
LOAD-009702,BAY-02,MTR-667,DISP-09702,OMC-009,Eldoret,LUB,21761,20.7,840.1,2025-05-12 18:01:01
LOAD-001414,BAY-11,MTR-352,DISP-01414,OMC-020,Nairobi,PMS,45315,24.0,770.2,03/03/2025
LOAD-005479,BAY-12,MTR-479,DISP-05479,OMC-001,Mombasa (KOSF),AGO,28307,22.5,786.7,2025-07-03 07:39:05
LOAD-003913,BAY-06,MTR-922,DISP-03913,OMC-016,Mombasa (Kipevu),PMS,49557,21.8,831.3,2026-03-23 03:30:45
LOAD-009875,BAY-11,MTR-275,DISP-09875,OMC-001,Mombasa (KOSF),HFO,33557,29.1,749.7,2026-06-23 08:55:29
LOAD-004235,BAY-11,MTR-920,DISP-04235,OMC-006,Mombasa (Kipevu),HFO,22492,32.0,838.6,2025-11-24 05:52:36
LOAD-007065,BAY-02,MTR-103,DISP-07065,OMC-017,Mombasa (Kipevu),LPG,23503,28.3,780.5,2025-03-10 23:47:36
LOAD-000535,BAY-07,MTR-947,DISP-00535,OMC-014,Kisumu,PMS,46890,24.6,829.1,2026-05-16 14:18:03
LOAD-007814,BAY-10,MTR-648,DISP-07814,OMC-020,Eldoret,LUB,33069,22.4,797.2,2025-04-05 21:02:57
LOAD-003608,BAY-06,MTR-759,DISP-03608,OMC-013,Eldoret,DPK,20833,25.5,762.9,2026-01-19 13:41:42
LOAD-009288,BAY-08,MTR-423,DISP-09288,OMC-019,Mombasa (KOSF),HFO,46916,27.7,755.8,2025-06-08 01:04:55
LOAD-008737,BAY-03,MTR-272,DISP-08737,OMC-018,Kisumu,JETA1,46402,25.4,738.9,2025-02-07 03:13:55
LOAD-005940,BAY-04,MTR-593,DISP-05940,OMC-009,Mombasa (KOSF),PMS,21788,26.4,848.0,2025-01-08 10:44:01
LOAD-002667,BAY-03,MTR-337,DISP-02667,OMC-017,Mombasa (KOSF),HFO,35488,23.7,729.1,2026-06-03 16:36:50
LOAD-006614,BAY-09,MTR-160,DISP-06614,OMC-011,Kisumu,JETA1,23256,22.0,836.2,2025-04-15 21:10:35
LOAD-009730,BAY-05,MTR-254,,OMC-005,Mombasa (KOSF),LUB,27125,20.5,811.3,20/02/2026
LOAD-008178,BAY-10,MTR-580,DISP-08178,OMC-020,Kisumu,DPK,23467,22.3,824.3,2025-01-04 01:56:08
LOAD-009906,BAY-02,MTR-439,DISP-09906,OMC-008,Kisumu,JETA1,51121,29.8,752.6,2026-06-12 21:32:16
LOAD-001615,BAY-11,MTR-654,DISP-01615,OMC-001,Eldoret,DPK,51002,20.0,800.7,2025-11-29 18:45:43
LOAD-005646,BAY-02,MTR-893,DISP-05646,OMC-020,Nairobi,HFO,39806,29.0,801.4,2026-06-06 02:35:30
LOAD-000448,BAY-03,MTR-966,DISP-00448,OMC-003,Mombasa (Kipevu),AGO,46824,23.3,795.4,2025-11-05 00:22:26
LOAD-009979,BAY-10,MTR-454,DISP-09979,OMC-006,Mombasa (KOSF),JETA1,40709,23.2,758.8,2025-03-30 02:00:23
LOAD-000801,BAY-06,MTR-196,DISP-00801,OMC-007,Eldoret,DPK,27796,31.0,785.4,27/01/2026
LOAD-000993,BAY-06,MTR-586,DISP-00993,OMC-014,Mombasa (KOSF),PMS,30511,31.0,837.9,2026-05-01 01:13:15
LOAD-005707,BAY-06,MTR-476,DISP-05707,OMC-017,Eldoret,JETA1,44222,29.8,751.5,2025-06-15 13:21:15
LOAD-007677,BAY-02,MTR-322,DISP-07677,OMC-019,Kisumu,DPK,39856,31.9,813.3,2025-03-11 11:15:34
LOAD-008874,BAY-05,MTR-832,DISP-08874,OMC-003,Eldoret,LUB,20297,29.0,783.9,2025-02-21 19:12:44
LOAD-007646,BAY-06,MTR-648,DISP-07646,OMC-005,Mombasa (KOSF),HFO,52247,22.1,778.8,2026-04-29 21:10:06
LOAD-006433,BAY-09,MTR-162,DISP-06433,OMC-008,Nairobi,PMS,20468,26.7,801.0,2026-03-06 20:56:49
LOAD-009706,BAY-03,MTR-720,DISP-09706,OMC-005,Eldoret,HFO,52470,31.1,789.2,2026-04-06 01:50:28
LOAD-007612,BAY-09,MTR-586,DISP-07612,OMC-015,Eldoret,JETA1,29691,24.9,747.7,2025-04-03 20:33:22
LOAD-009252,BAY-09,MTR-841,DISP-09252,OMC-019,Kisumu,HFO,32581,21.1,761.0,2026-01-12 09:01:15
LOAD-006454,BAY-08,MTR-931,DISP-06454,OMC-011,Mombasa (KOSF),LPG,51208,24.6,767.6,2026-01-09 21:59:39
LOAD-002207,BAY-10,MTR-690,DISP-02207,OMC-002,Kisumu,JETA1,23745,25.1,738.5,2026-02-17 23:31:42
LOAD-009624,BAY-08,MTR-275,DISP-09624,OMC-009,Nairobi,HFO,23298,20.9,780.3,2025-03-10 23:34:09
LOAD-002783,BAY-02,MTR-955,DISP-02783,OMC-017,Mombasa (KOSF),DPK,46394,28.8,780.2,2025-05-27 21:49:50
LOAD-005099,BAY-07,MTR-278,DISP-05099,OMC-020,Kisumu,PMS,20816,24.3,737.8,2025-11-01 06:33:21
LOAD-008991,BAY-09,MTR-869,DISP-08991,OMC-020,Mombasa (KOSF),LUB,48933,22.8,768.4,2026-01-17 06:44:50
LOAD-007262,BAY-12,MTR-158,DISP-07262,OMC-003,Mombasa (KOSF),JETA1,39617,29.9,766.1,2026-05-25 10:08:11
LOAD-009294,BAY-05,MTR-708,DISP-09294,OMC-008,Mombasa (Kipevu),HFO,34194,30.2,797.3,2025-05-25 01:47:58
LOAD-008148,BAY-03,MTR-383,DISP-08148,OMC-001,Nairobi,PMS,43817,28.6,787.4,2025-12-18 21:35:35
LOAD-008762,BAY-12,MTR-460,DISP-08762,OMC-004,Mombasa (Kipevu),JETA1,21575,30.8,835.3,2026-03-27 19:45:02
LOAD-004348,BAY-12,MTR-890,,OMC-012,Kisumu,AGO,59426,29.5,835.3,
LOAD-005263,BAY-10,MTR-187,DISP-05263,OMC-018,Nairobi,HFO,44384,22.1,796.6,2025-02-13 16:03:57
LOAD-003249,BAY-03,MTR-116,DISP-03249,OMC-019,Mombasa (KOSF),JETA1,53145,29.9,839.2,02/07/2025
LOAD-008025,BAY-06,MTR-703,DISP-08025,OMC-014,Kisumu,LUB,29267,30.7,801.2,2025-02-16 17:30:57
LOAD-007488,BAY-03,MTR-185,DISP-07488,OMC-019,Mombasa (KOSF),DPK,21051,30.8,833.1,2025-04-15 08:49:39
LOAD-000205,BAY-03,MTR-302,DISP-00205,OMC-004,Mombasa (KOSF),PMS,53215,24.5,801.9,2026-04-01 03:42:37
LOAD-007109,BAY-08,MTR-309,DISP-07109,OMC-012,Mombasa (KOSF),LPG,36868,31.4,802.4,2026-04-12 22:20:26
LOAD-005682,BAY-09,MTR-858,DISP-05682,OMC-019,Nairobi,AGO,33852,21.3,773.4,2026-01-12 23:47:28
LOAD-002474,BAY-04,MTR-347,DISP-02474,OMC-006,Mombasa (Kipevu),HFO,59993,30.8,734.1,2025-03-31 09:21:18
LOAD-001790,BAY-06,MTR-212,DISP-01790,OMC-012,Mombasa (KOSF),HFO,22537,28.1,809.6,2026-04-27 22:53:49
LOAD-006179,BAY-10,MTR-636,DISP-06179,OMC-005,Nairobi,AGO,48136,20.2,723.2,
LOAD-001563,BAY-04,MTR-407,DISP-01563,OMC-015,Nairobi,LUB,49244,22.4,825.5,2026-02-13 05:20:40
LOAD-000585,BAY-08,MTR-390,DISP-00585,OMC-013,Mombasa (Kipevu),LPG,30292,27.3,729.4,2026-03-14 03:01:49
LOAD-006950,BAY-07,MTR-699,DISP-06950,OMC-006,Mombasa (Kipevu),JETA1,41514,31.1,740.2,2025-08-04 08:11:53
LOAD-003432,BAY-05,MTR-204,DISP-03432,OMC-002,Mombasa (Kipevu),HFO,40181,29.2,762.9,2025-11-03 14:28:11
LOAD-001260,BAY-02,MTR-472,DISP-01260,OMC-011,Nairobi,JETA1,37959,21.9,793.4,2025-12-09 01:55:56
LOAD-007439,BAY-04,MTR-901,DISP-07439,OMC-007,Mombasa (Kipevu),PMS,40640,24.6,723.2,2025-03-26 09:51:58
LOAD-001928,BAY-05,MTR-268,DISP-01928,OMC-007,Mombasa (Kipevu),DPK,21885,23.7,799.9,2025-08-25 12:34:33
LOAD-006060,BAY-06,MTR-595,DISP-06060,OMC-010,Kisumu,PMS,28704,23.3,731.3,2026-06-07 15:16:38
LOAD-009351,BAY-08,MTR-134,DISP-09351,OMC-019,Mombasa (Kipevu),DPK,37511,26.2,761.2,2025-09-06 03:31:30
LOAD-002356,BAY-10,MTR-856,DISP-02356,OMC-006,Mombasa (Kipevu),JETA1,54219,29.6,815.0,2025-06-02 01:20:39
LOAD-001102,BAY-10,MTR-879,DISP-01102,OMC-007,Mombasa (KOSF),LUB,48934,29.1,762.6,2025-05-18 14:44:43
LOAD-006551,BAY-03,MTR-931,DISP-06551,OMC-017,Kisumu,DPK,39416,23.1,837.9,2025-12-05 22:15:57
LOAD-000219,BAY-02,MTR-439,DISP-00219,OMC-003,Eldoret,AGO,55590,22.3,810.6,
LOAD-008105,BAY-04,MTR-375,DISP-08105,OMC-014,Mombasa (KOSF),LPG,57373,27.6,804.7,2025-09-09 00:10:10
LOAD-004533,BAY-06,MTR-743,DISP-04533,OMC-007,Mombasa (Kipevu),DPK,53889,27.4,785.5,2026-01-19 23:30:15
LOAD-000073,BAY-10,MTR-144,DISP-00073,OMC-014,Eldoret,HFO,24362,30.9,805.7,2026-06-23 04:08:16
LOAD-006081,BAY-01,MTR-490,DISP-06081,OMC-009,Kisumu,HFO,42122,25.5,837.1,2025-03-16 13:52:12
LOAD-004628,BAY-09,MTR-333,,OMC-004,Eldoret,DPK,39691,29.1,748.6,2026-02-22 21:49:45
LOAD-001947,BAY-06,MTR-520,DISP-01947,OMC-008,Kisumu,PMS,47970,30.9,836.1,2025-12-14 21:57:03
LOAD-002215,BAY-12,MTR-378,DISP-02215,OMC-012,Nairobi,DPK,50049,31.5,828.6,2026-04-23 20:21:39
LOAD-002490,BAY-10,MTR-759,DISP-02490,OMC-009,Kisumu,AGO,44749,26.1,835.9,2025-08-16 23:10:38
LOAD-002642,BAY-08,MTR-730,DISP-02642,OMC-005,Mombasa (KOSF),DPK,31604,30.2,769.2,2026-04-09 09:58:49
