attendance_id,beneficiary_id,officer_id,pillar_id,period,attendance_date,verified_at,eligible_amount_kes,status
ATT-000254,BEN-0021,OFF-004,Vocational,2025-02,2025-02-27,2025-02-27 00:00:00,10000,Verified
ATT-002023,BEN-0170,OFF-006,Plus,2025-01,2025-01-05,2025-01-06 00:00:00,8000,Verified
ATT-000775,BEN-0064,OFF-001,Tech,2025-09,2025-09-09,2025-09-11 00:00:00,12000,Verified
ATT-001923,BEN-0160,OFF-014,Plus,2025-11,2025-11-22,2025-11-22 00:00:00,8000,Verified
ATT-001963,BEN-0165,OFF-008,Tech,2025-01,2025-01-09,2025-01-11 00:00:00,12000,Verified
ATT-001677,BEN-0139,OFF-003,Vocational,2025-02,2025-02-19,2025-02-19 00:00:00,10000,Verified
ATT-001514,BEN-0125,OFF-014,Vocational,2025-03,2025-03-06,2025-03-08 00:00:00,10000,Verified
ATT-000676,BEN-0055,OFF-015,Tech,2025-01,21/01/2025,2025-01-21 00:00:00,12000,Verified
ATT-001909,BEN-0159,OFF-009,Plus,2025-06,2025-06-05,2025-06-06 00:00:00,8000,Verified
ATT-001233,BEN-0102,OFF-013,Plus,2026-01,2026-01-24,2026-01-26 00:00:00,8000,Verified
ATT-001996,BEN-0168,OFF-013,Scholarship,2025-03,2025-03-12,2025-03-14 00:00:00,15000,Verified
ATT-001981,BEN-0167,OFF-013,Plus,2025-02,2025-02-04,2025-02-06 00:00:00,8000,Verified
ATT-002264,BEN-0190,OFF-004,Plus,2025-01,2025-01-19,2025-01-20 00:00:00,8000,Verified
ATT-000093,BEN-0008,OFF-015,Plus,2025-10,2025-10-13,2025-10-15 00:00:00,8000,Verified
ATT-001740,BEN-0145,OFF-001,Vocational,2025-09,2025-09-01,2025-09-02 00:00:00,10000,Verified
ATT-001206,BEN-0099,OFF-004,Scholarship,2025-05,2025-05-10,2025-05-10 00:00:00,15000,Verified
ATT-001282,BEN-0105,OFF-012,Scholarship,2026-01,2026-01-05,2026-01-06 00:00:00,15000,Verified
ATT-002250,BEN-0189,OFF-002,Tech,2025-09,2025-09-17,2025-09-19 00:00:00,12000,Verified
ATT-000850,BEN-0071,OFF-005,Plus,2025-02,2025-02-23,2025-02-24 00:00:00,8000,Verified
ATT-001173,BEN-0097,OFF-010,Scholarship,2025-11,2025-11-15,2025-11-17 00:00:00,15000,Verified
ATT-000256,BEN-0021,OFF-004,Vocational,2025-05,2025-05-26,2025-05-26 00:00:00,10000,Verified
ATT-001429,BEN-0117,OFF-005,Vocational,2025-06,2025-06-21,2025-06-22 00:00:00,10000,Verified
ATT-000410,BEN-0033,OFF-001,Plus,2026-03,2026-03-02,2026-03-04 00:00:00,8000,Verified
ATT-001439,BEN-0118,OFF-006,Scholarship,2025-07,2025-07-01,2025-07-02 00:00:00,15000,Verified
ATT-000691,BEN-0057,OFF-012,Tech,2025-12,2025-12-25,2025-12-26 00:00:00,12000,Verified
ATT-002006,BEN-0169,OFF-008,Vocational,2026-05,2026-05-22,2026-05-23 00:00:00,10000,Verified
ATT-000293,BEN-0024,OFF-014,Plus,2025-04,2025-04-22,2025-04-22 00:00:00,8000,Verified
ATT-001137,BEN-0094,OFF-006,Plus,2025-09,2025-09-24,2025-09-26 00:00:00,8000,Verified
ATT-001903,BEN-0158,OFF-014,Scholarship,2025-02,2025-02-21,2025-02-21 00:00:00,15000,Verified
ATT-000718,BEN-0060,OFF-012,Plus,2025-07,2025-07-28,2025-07-29 00:00:00,8000,Verified
ATT-000302,BEN-0024,OFF-014,Plus,2025-06,2025-06-01,2025-06-03 00:00:00,8000,Verified
ATT-002247,BEN-0188,OFF-005,Scholarship,2025-12,2025-12-24,2025-12-26 00:00:00,15000,Verified
ATT-002355,BEN-0197,OFF-006,Plus,2025-06,2025-06-21,2025-06-22 00:00:00,8000,Verified
ATT-001919,BEN-0160,OFF-014,Plus,2025-04,2025-04-24,2025-04-25 00:00:00,8000,Verified
ATT-001948,BEN-0163,OFF-006,Scholarship,2025-08,2025-08-12,2025-08-12 00:00:00,15000,Verified
ATT-001493,BEN-0123,OFF-012,Tech,2026-03,2026-03-14,2026-03-14 00:00:00,12000,Verified
ATT-001432,BEN-0118,OFF-006,Scholarship,2025-09,2025-09-12,2025-09-14 00:00:00,15000,Verified
ATT-001027,BEN-0084,OFF-008,Scholarship,2025-09,2025-09-13,2025-09-13 00:00:00,15000,Verified
ATT-002125,BEN-0179,OFF-001,Tech,2025-07,2025-07-26,2025-07-28 00:00:00,12000,Verified
ATT-000443,BEN-0036,OFF-012,Plus,2026-02,2026-02-16,2026-02-17 00:00:00,8000,Verified
ATT-000121,BEN-0010,OFF-008,Tech,2025-10,16/10/2025,2025-10-18 00:00:00,12000,Verified
ATT-001678,BEN-0139,OFF-003,Vocational,2025-04,2025-04-10,2025-04-12 00:00:00,10000,Verified
ATT-000966,BEN-0080,OFF-013,Vocational,2025-05,2025-05-10,2025-05-11 00:00:00,10000,Verified
ATT-001629,BEN-0134,OFF-003,Scholarship,2026-04,2026-04-07,2026-04-07 00:00:00,15000,Verified
ATT-001005,BEN-0082,OFF-014,Vocational,2026-03,2026-03-07,2026-03-09 00:00:00,10000,Verified
ATT-000310,BEN-0025,OFF-009,Plus,2026-02,2026-02-26,2026-02-27 00:00:00,8000,Verified
ATT-000527,BEN-0042,OFF-004,Vocational,2026-04,2026-04-04,2026-04-05 00:00:00,10000,Verified
ATT-000546,BEN-0043,OFF-008,Scholarship,2026-04,2026-04-12,2026-04-13 00:00:00,15000,Verified
ATT-001731,BEN-0144,OFF-011,Scholarship,2026-05,,2026-05-16 00:00:00,15000,Verified
ATT-002292,BEN-0192,OFF-003,Plus,2025-03,2025-03-18,2025-03-20 00:00:00,8000,Verified
ATT-002245,BEN-0188,OFF-005,Scholarship,2025-03,2025-03-06,2025-03-08 00:00:00,15000,Verified
ATT-002248,BEN-0188,OFF-005,Scholarship,2026-05,2026-05-22,2026-05-23 00:00:00,15000,Verified
ATT-002025,BEN-0170,OFF-006,Plus,2025-07,2025-07-15,2025-07-17 00:00:00,8000,Verified
ATT-001679,BEN-0139,OFF-003,Vocational,2025-07,2025-07-14,2025-07-16 00:00:00,10000,Verified
ATT-000868,BEN-0072,OFF-001,Vocational,2025-06,2025-06-23,2025-06-25 00:00:00,10000,Verified
ATT-001224,BEN-0101,OFF-004,Scholarship,2025-04,14/04/2025,2025-04-16 00:00:00,15000,Verified
ATT-001968,BEN-0165,OFF-008,Tech,2026-01,2026-01-21,2026-01-23 00:00:00,12000,Verified
ATT-001544,BEN-0127,OFF-012,Vocational,2025-08,2025-08-06,2025-08-07 00:00:00,10000,Verified
ATT-001310,BEN-0107,OFF-002,Plus,2025-05,2025-05-11,2025-05-11 00:00:00,8000,Verified
ATT-000753,BEN-0062,OFF-014,Tech,2025-04,2025-04-12,2025-04-14 00:00:00,12000,Verified
ATT-000348,BEN-0028,OFF-004,Vocational,2025-08,2025-08-16,2025-08-17 00:00:00,10000,Verified
ATT-000156,BEN-0012,OFF-007,Plus,2026-03,2026-03-11,2026-03-13 00:00:00,8000,Verified
ATT-000729,BEN-0061,OFF-008,Scholarship,2025-04,2025-04-11,2025-04-13 00:00:00,15000,Verified
ATT-001391,BEN-0115,OFF-004,Plus,2026-01,2026-01-18,2026-01-18 00:00:00,8000,Verified
ATT-001562,BEN-0129,OFF-003,Tech,2026-06,2026-06-02,2026-06-02 00:00:00,12000,Verified
ATT-001208,BEN-0099,OFF-004,Scholarship,2026-04,2026-04-16,2026-04-18 00:00:00,15000,Verified
ATT-001567,BEN-0129,OFF-003,Tech,2026-02,2026-02-24,2026-02-26 00:00:00,12000,Verified
ATT-001302,BEN-0107,OFF-002,Plus,2025-02,11/02/2025,2025-02-11 00:00:00,8000,Verified
ATT-001879,BEN-0157,OFF-012,Plus,2025-06,2025-06-10,2025-06-10 00:00:00,8000,Verified
ATT-001127,BEN-0093,OFF-013,Tech,2025-02,2025-02-23,2025-02-24 00:00:00,12000,Verified
ATT-001823,BEN-0151,OFF-013,Vocational,2025-09,2025-09-05,2025-09-06 00:00:00,10000,Verified
ATT-001101,BEN-0090,OFF-001,Vocational,2026-06,2026-06-27,2026-06-29 00:00:00,10000,Verified
ATT-000421,BEN-0033,OFF-001,Plus,2025-02,2025-02-28,2025-03-02 00:00:00,8000,Verified
ATT-000372,BEN-0030,OFF-011,Scholarship,2025-08,2025-08-15,2025-08-17 00:00:00,15000,Verified
ATT-001789,BEN-0149,OFF-005,Vocational,2025-03,2025-03-10,2025-03-12 00:00:00,10000,Verified
ATT-001692,BEN-0141,OFF-010,Plus,2025-12,22/12/2025,2025-12-23 00:00:00,8000,Verified
ATT-001862,BEN-0156,OFF-010,Scholarship,2026-01,2026-01-18,2026-01-18 00:00:00,15000,Verified
ATT-001342,BEN-0111,OFF-002,Scholarship,2025-05,2025-05-04,2025-05-06 00:00:00,15000,Verified
ATT-000712,BEN-0059,OFF-013,Vocational,2026-03,2026-03-06,2026-03-07 00:00:00,10000,Verified
ATT-002199,BEN-0185,OFF-013,Tech,2025-09,2025-09-25,2025-09-26 00:00:00,12000,Verified
ATT-001294,BEN-0106,OFF-007,Scholarship,2025-09,2025-09-23,2025-09-24 00:00:00,15000,Verified
ATT-001333,BEN-0109,OFF-006,Tech,2026-06,2026-06-24,2026-06-26 00:00:00,12000,Verified
ATT-002151,BEN-0181,OFF-013,Tech,2025-12,2025-12-14,2025-12-16 00:00:00,12000,Verified
ATT-001654,BEN-0137,OFF-002,Vocational,2025-09,2025-09-18,2025-09-19 00:00:00,10000,Verified
ATT-002257,BEN-0190,OFF-004,Plus,2026-04,2026-04-27,2026-04-28 00:00:00,8000,Verified
ATT-001364,BEN-0112,OFF-007,Scholarship,2025-09,2025-09-08,2025-09-08 00:00:00,15000,Verified
ATT-000036,BEN-0003,OFF-005,Tech,2026-01,2026-01-03,2026-01-04 00:00:00,12000,Verified
ATT-002229,BEN-0187,OFF-010,Tech,2025-11,2025-11-05,2025-11-07 00:00:00,12000,Verified
ATT-002293,BEN-0192,OFF-003,Plus,2025-06,2025-06-22,2025-06-24 00:00:00,8000,Verified
ATT-002155,BEN-0181,OFF-013,Tech,2025-03,2025-03-14,2025-03-14 00:00:00,12000,Verified
ATT-000016,BEN-0002,OFF-009,Scholarship,2025-04,2025-04-19,2025-04-21 00:00:00,15000,Verified
ATT-000621,BEN-0050,OFF-009,Scholarship,2026-03,2026-03-27,2026-03-27 00:00:00,15000,Verified
ATT-000839,BEN-0070,OFF-008,Scholarship,2026-01,2026-01-01,2026-01-01 00:00:00,15000,Verified
ATT-000319,BEN-0026,OFF-007,Tech,2025-03,2025-03-04,2025-03-06 00:00:00,12000,Verified
ATT-002272,BEN-0191,OFF-012,Vocational,2025-02,2025-02-24,2025-02-25 00:00:00,10000,Verified
ATT-000142,BEN-0011,OFF-001,Plus,2025-01,2025-01-26,2025-01-26 00:00:00,8000,Verified
ATT-001867,BEN-0156,OFF-010,Scholarship,2025-02,2025-02-11,2025-02-11 00:00:00,15000,Verified
ATT-001430,BEN-0117,OFF-005,Vocational,2025-04,2025-04-15,2025-04-16 00:00:00,10000,Verified
ATT-001810,BEN-0151,OFF-013,Vocational,2025-02,2025-02-22,2025-02-23 00:00:00,10000,Verified
ATT-001809,BEN-0150,OFF-010,Vocational,2025-09,2025-09-26,2025-09-26 00:00:00,10000,Verified
ATT-001283,BEN-0105,OFF-012,Scholarship,2025-01,2025-01-02,2025-01-02 00:00:00,15000,Verified
ATT-001649,BEN-0136,OFF-008,Vocational,2025-03,2025-03-25,2025-03-26 00:00:00,10000,Verified
ATT-002211,BEN-0186,OFF-011,Vocational,2025-09,2025-09-01,2025-09-02 00:00:00,10000,Verified
ATT-001512,BEN-0125,OFF-014,Vocational,2026-04,2026-04-18,2026-04-20 00:00:00,10000,Verified
ATT-000132,BEN-0011,OFF-001,Plus,2025-02,2025-02-03,2025-02-04 00:00:00,8000,Verified
ATT-000038,BEN-0004,OFF-001,Plus,2025-12,2025-12-16,2025-12-18 00:00:00,8000,Verified
ATT-002366,BEN-0197,OFF-006,Plus,2025-08,2025-08-02,2025-08-03 00:00:00,8000,Verified
ATT-001799,BEN-0150,OFF-010,Vocational,2025-05,2025-05-23,2025-05-25 00:00:00,10000,Verified
ATT-000871,BEN-0072,OFF-001,Vocational,2026-03,2026-03-02,2026-03-02 00:00:00,10000,Verified
ATT-001289,BEN-0106,OFF-007,Scholarship,2025-04,2025-04-22,2025-04-22 00:00:00,15000,Verified
ATT-000688,BEN-0056,OFF-005,Plus,2026-05,2026-05-22,2026-05-22 00:00:00,8000,Verified
ATT-000748,BEN-0062,OFF-014,Tech,2025-07,2025-07-01,2025-07-01 00:00:00,12000,Verified
ATT-001152,BEN-0095,OFF-011,Tech,2025-09,2025-09-01,2025-09-03 00:00:00,12000,Verified
ATT-002290,BEN-0192,OFF-003,Plus,2025-11,2025-11-04,2025-11-05 00:00:00,8000,Verified
ATT-001050,BEN-0086,OFF-004,Plus,2026-02,2026-02-24,2026-02-25 00:00:00,8000,Verified
ATT-000518,BEN-0041,OFF-007,Plus,2026-06,2026-06-19,2026-06-21 00:00:00,8000,Verified
ATT-001737,BEN-0145,OFF-001,Vocational,2025-01,2025-01-10,2025-01-11 00:00:00,10000,Verified
ATT-000802,BEN-0067,OFF-015,Scholarship,2026-03,2026-03-20,2026-03-22 00:00:00,15000,Verified
ATT-000830,BEN-0069,OFF-015,Tech,2025-07,,2025-07-28 00:00:00,12000,Verified
ATT-001920,BEN-0160,OFF-014,Plus,2025-12,2025-12-18,2025-12-20 00:00:00,8000,Verified
ATT-002130,BEN-0179,OFF-001,Tech,2025-01,2025-01-13,2025-01-15 00:00:00,12000,Verified
ATT-001554,BEN-0128,OFF-003,Tech,2025-05,2025-05-10,2025-05-11 00:00:00,12000,Verified
ATT-001081,BEN-0089,OFF-009,Vocational,2025-07,2025-07-19,2025-07-19 00:00:00,10000,Verified
ATT-000516,BEN-0041,OFF-007,Plus,2025-10,02/10/2025,2025-10-04 00:00:00,8000,Verified
ATT-001169,BEN-0096,OFF-005,Plus,2025-04,2025-04-16,2025-04-16 00:00:00,8000,Verified
ATT-001863,BEN-0156,OFF-010,Scholarship,2026-06,2026-06-17,2026-06-17 00:00:00,15000,Verified
ATT-000726,BEN-0060,OFF-012,Plus,2025-12,2025-12-26,2025-12-28 00:00:00,8000,Verified
ATT-000441,BEN-0036,OFF-012,Plus,2025-10,2025-10-11,2025-10-12 00:00:00,8000,Verified
ATT-000561,BEN-0044,OFF-012,Scholarship,2025-02,2025-02-27,2025-02-27 00:00:00,15000,Verified
ATT-001017,BEN-0084,OFF-008,Scholarship,2025-06,2025-06-12,2025-06-14 00:00:00,15000,Verified
ATT-001938,BEN-0162,OFF-011,Scholarship,2025-12,2025-12-10,2025-12-11 00:00:00,15000,Verified
ATT-000436,BEN-0035,OFF-008,Plus,2026-01,2026-01-03,2026-01-05 00:00:00,8000,Verified
ATT-001521,BEN-0125,OFF-014,Vocational,2025-12,2025-12-02,2025-12-04 00:00:00,10000,Verified
ATT-001183,BEN-0097,OFF-010,Scholarship,2026-02,2026-02-23,2026-02-23 00:00:00,15000,Verified
ATT-000268,BEN-0022,OFF-008,Scholarship,2026-01,2026-01-15,2026-01-15 00:00:00,15000,Verified
ATT-001757,BEN-0146,OFF-015,Scholarship,2026-03,2026-03-27,2026-03-27 00:00:00,15000,Verified
ATT-001825,BEN-0152,OFF-007,Vocational,2026-02,13/02/2026,2026-02-14 00:00:00,10000,Verified
ATT-000233,BEN-0019,OFF-001,Plus,2026-02,2026-02-24,2026-02-26 00:00:00,8000,Verified
ATT-001194,BEN-0099,OFF-004,Scholarship,2026-01,2026-01-28,2026-01-29 00:00:00,15000,Verified
ATT-000155,BEN-0012,OFF-007,Plus,2025-05,2025-05-21,2025-05-21 00:00:00,8000,Verified
ATT-000472,BEN-0038,OFF-012,Plus,2026-06,2026-06-01,2026-06-01 00:00:00,8000,Verified
ATT-002190,BEN-0184,OFF-003,Tech,2026-05,2026-05-14,2026-05-15 00:00:00,12000,Verified
ATT-000402,BEN-0032,OFF-005,Vocational,2025-03,2025-03-03,2025-03-04 00:00:00,10000,Verified
ATT-002136,BEN-0180,OFF-010,Scholarship,2025-03,2025-03-28,2025-03-30 00:00:00,15000,Verified
ATT-000658,BEN-0053,OFF-001,Plus,2025-06,2025-06-02,2025-06-02 00:00:00,8000,Verified
ATT-002201,BEN-0185,OFF-013,Tech,2025-11,23/11/2025,2025-11-24 00:00:00,12000,Verified
ATT-002118,BEN-0178,OFF-005,Plus,2025-07,2025-07-15,2025-07-16 00:00:00,8000,Verified
ATT-001278,BEN-0105,OFF-012,Scholarship,2025-11,2025-11-12,2025-11-14 00:00:00,15000,Verified
ATT-001721,BEN-0143,OFF-012,Scholarship,2025-07,2025-07-06,2025-07-07 00:00:00,15000,Verified
ATT-002075,BEN-0174,OFF-002,Plus,2025-11,2025-11-16,2025-11-16 00:00:00,8000,Verified
ATT-002267,BEN-0190,OFF-004,Plus,2025-02,2025-02-04,2025-02-04 00:00:00,8000,Verified
ATT-000271,BEN-0022,OFF-008,Scholarship,2025-06,2025-06-05,2025-06-07 00:00:00,15000,Verified
ATT-002342,BEN-0195,OFF-002,Scholarship,2025-06,2025-06-11,2025-06-12 00:00:00,15000,Verified
ATT-000057,BEN-0005,OFF-004,Scholarship,2025-12,2025-12-25,2025-12-26 00:00:00,15000,Verified
ATT-001587,BEN-0131,OFF-004,Tech,2026-02,2026-02-04,2026-02-06 00:00:00,12000,Verified
ATT-001625,BEN-0134,OFF-003,Scholarship,2025-10,2025-10-21,2025-10-22 00:00:00,15000,Verified
ATT-000727,BEN-0061,OFF-008,Scholarship,2025-10,2025-10-02,2025-10-02 00:00:00,15000,Verified
ATT-000275,BEN-0023,OFF-002,Plus,2025-06,2025-06-25,2025-06-26 00:00:00,8000,Verified
ATT-000301,BEN-0024,OFF-014,Plus,2025-02,2025-02-12,2025-02-12 00:00:00,8000,Verified
ATT-001480,BEN-0122,OFF-005,Vocational,2025-11,2025-11-10,2025-11-10 00:00:00,10000,Verified
ATT-001628,BEN-0134,OFF-003,Scholarship,2025-06,2025-06-01,2025-06-02 00:00:00,15000,Verified
ATT-002400,BEN-0200,OFF-011,Vocational,2025-03,2025-03-09,2025-03-09 00:00:00,10000,Verified
ATT-002159,BEN-0181,OFF-013,Tech,2025-05,2025-05-27,2025-05-27 00:00:00,12000,Verified
ATT-001515,BEN-0125,OFF-014,Vocational,2025-11,2025-11-28,2025-11-30 00:00:00,10000,Verified
ATT-000923,BEN-0076,OFF-015,Vocational,2025-08,2025-08-02,2025-08-03 00:00:00,10000,Verified
ATT-001228,BEN-0101,OFF-004,Scholarship,2025-09,17/09/2025,2025-09-18 00:00:00,15000,Verified
ATT-000522,BEN-0042,OFF-004,Vocational,2025-07,2025-07-08,2025-07-08 00:00:00,10000,Verified
ATT-000314,BEN-0025,OFF-009,Plus,2025-11,2025-11-20,2025-11-22 00:00:00,8000,Verified
ATT-002038,BEN-0171,OFF-004,Plus,2026-03,2026-03-17,2026-03-18 00:00:00,8000,Verified
ATT-000901,BEN-0075,OFF-012,Scholarship,2025-03,2025-03-23,2025-03-24 00:00:00,15000,Verified
ATT-001652,BEN-0137,OFF-002,Vocational,2026-03,2026-03-24,2026-03-24 00:00:00,10000,Verified
ATT-001830,BEN-0152,OFF-007,Vocational,2025-06,2025-06-08,2025-06-08 00:00:00,10000,Verified
ATT-000904,BEN-0075,OFF-012,Scholarship,2026-04,2026-04-06,2026-04-07 00:00:00,15000,Verified
ATT-001143,BEN-0094,OFF-006,Plus,2025-12,2025-12-05,2025-12-05 00:00:00,8000,Verified
ATT-002344,BEN-0195,OFF-002,Scholarship,2026-04,2026-04-03,2026-04-05 00:00:00,15000,Verified
ATT-000665,BEN-0054,OFF-003,Vocational,2025-12,2025-12-19,2025-12-20 00:00:00,10000,Verified
ATT-000350,BEN-0029,OFF-006,Vocational,2026-06,2026-06-12,2026-06-13 00:00:00,10000,Verified
ATT-001796,BEN-0150,OFF-010,Vocational,2025-01,05/01/2025,2025-01-05 00:00:00,10000,Verified
ATT-001076,BEN-0088,OFF-002,Scholarship,2025-03,2025-03-12,2025-03-14 00:00:00,15000,Verified
ATT-001569,BEN-0129,OFF-003,Tech,2025-07,2025-07-01,2025-07-01 00:00:00,12000,Verified
ATT-002143,BEN-0180,OFF-010,Scholarship,2025-01,2025-01-20,2025-01-20 00:00:00,15000,Verified
ATT-000125,BEN-0010,OFF-008,Tech,2026-02,2026-02-27,2026-02-27 00:00:00,12000,Verified
ATT-001611,BEN-0132,OFF-009,Scholarship,2025-07,2025-07-21,2025-07-22 00:00:00,15000,Verified
ATT-001600,BEN-0132,OFF-009,Scholarship,2026-04,2026-04-27,2026-04-29 00:00:00,15000,Verified
ATT-001078,BEN-0088,OFF-002,Scholarship,2025-10,2025-10-27,2025-10-28 00:00:00,15000,Verified
ATT-001969,BEN-0165,OFF-008,Tech,2025-10,2025-10-07,2025-10-09 00:00:00,12000,Verified
ATT-000566,BEN-0045,OFF-014,Scholarship,2025-04,2025-04-28,2025-04-29 00:00:00,15000,Verified
ATT-000209,BEN-0018,OFF-008,Tech,2025-09,2025-09-04,2025-09-04 00:00:00,12000,Verified
ATT-000582,BEN-0046,OFF-012,Tech,2025-01,2025-01-09,2025-01-10 00:00:00,12000,Verified
ATT-001967,BEN-0165,OFF-008,Tech,2026-04,2026-04-17,2026-04-19 00:00:00,12000,Verified
ATT-002401,BEN-0200,OFF-011,Vocational,2025-09,2025-09-04,2025-09-04 00:00:00,10000,Verified
ATT-000200,BEN-0017,OFF-007,Scholarship,2025-03,2025-03-28,2025-03-30 00:00:00,15000,Verified
ATT-001028,BEN-0084,OFF-008,Scholarship,2025-01,2025-01-08,2025-01-09 00:00:00,15000,Verified
ATT-001258,BEN-0103,OFF-009,Plus,2026-06,2026-06-05,2026-06-07 00:00:00,8000,Verified
ATT-001180,BEN-0097,OFF-010,Scholarship,2025-02,2025-02-24,2025-02-25 00:00:00,15000,Verified
ATT-001284,BEN-0105,OFF-012,Scholarship,2025-05,2025-05-26,2025-05-26 00:00:00,15000,Verified
ATT-002327,BEN-0194,OFF-012,Plus,2025-09,2025-09-24,2025-09-26 00:00:00,8000,Verified
ATT-001054,BEN-0086,OFF-004,Plus,2026-01,2026-01-23,2026-01-25 00:00:00,8000,Verified
ATT-001235,BEN-0102,OFF-013,Plus,2026-03,2026-03-17,2026-03-17 00:00:00,8000,Verified
ATT-000776,BEN-0064,OFF-001,Tech,2025-04,2025-04-11,2025-04-12 00:00:00,12000,Verified
ATT-000601,BEN-0048,OFF-006,Tech,2026-05,2026-05-14,2026-05-15 00:00:00,12000,Verified
ATT-001548,BEN-0127,OFF-012,Vocational,2025-12,2025-12-17,2025-12-18 00:00:00,10000,Verified
ATT-001093,BEN-0090,OFF-001,Vocational,2025-02,2025-02-16,2025-02-17 00:00:00,10000,Verified
ATT-001590,BEN-0131,OFF-004,Tech,2026-04,2026-04-22,2026-04-23 00:00:00,12000,Verified
ATT-001768,BEN-0148,OFF-012,Plus,2025-02,2025-02-15,2025-02-16 00:00:00,8000,Verified
ATT-001195,BEN-0099,OFF-004,Scholarship,2025-01,2025-01-20,2025-01-21 00:00:00,15000,Verified
ATT-001547,BEN-0127,OFF-012,Vocational,2026-06,2026-06-03,2026-06-03 00:00:00,10000,Verified
ATT-000846,BEN-0070,OFF-008,Scholarship,2025-10,2025-10-21,2025-10-21 00:00:00,15000,Verified
ATT-001124,BEN-0092,OFF-008,Scholarship,2025-04,03/04/2025,2025-04-05 00:00:00,15000,Verified
ATT-001573,BEN-0130,OFF-002,Vocational,2025-12,2025-12-26,2025-12-26 00:00:00,10000,Verified
ATT-001328,BEN-0109,OFF-006,Tech,2025-11,2025-11-13,2025-11-13 00:00:00,12000,Verified
ATT-001817,BEN-0151,OFF-013,Vocational,2025-08,2025-08-19,2025-08-19 00:00:00,10000,Verified
ATT-002135,BEN-0180,OFF-010,Scholarship,2025-10,2025-10-12,2025-10-14 00:00:00,15000,Verified
ATT-001913,BEN-0159,OFF-009,Plus,2025-05,2025-05-12,2025-05-13 00:00:00,8000,Verified
ATT-000110,BEN-0009,OFF-005,Plus,2025-06,2025-06-24,2025-06-24 00:00:00,8000,Verified
ATT-000906,BEN-0075,OFF-012,Scholarship,2026-03,2026-03-13,2026-03-13 00:00:00,15000,Verified
ATT-000833,BEN-0070,OFF-008,Scholarship,2026-03,2026-03-27,2026-03-29 00:00:00,15000,Verified
ATT-001427,BEN-0117,OFF-005,Vocational,2025-05,2025-05-04,2025-05-04 00:00:00,10000,Verified
ATT-000406,BEN-0032,OFF-005,Vocational,2025-04,2025-04-18,2025-04-20 00:00:00,10000,Verified
ATT-000086,BEN-0007,OFF-015,Vocational,2026-03,2026-03-18,2026-03-20 00:00:00,10000,Verified
ATT-000245,BEN-0021,OFF-004,Vocational,2025-01,2025-01-10,2025-01-10 00:00:00,10000,Verified
ATT-000706,BEN-0058,OFF-015,Plus,2025-02,2025-02-17,2025-02-17 00:00:00,8000,Verified
ATT-001039,BEN-0085,OFF-012,Scholarship,2026-04,2026-04-20,2026-04-21 00:00:00,15000,Verified
ATT-000250,BEN-0021,OFF-004,Vocational,2025-04,2025-04-19,2025-04-19 00:00:00,10000,Verified
ATT-000130,BEN-0011,OFF-001,Plus,2025-03,2025-03-21,2025-03-21 00:00:00,8000,Verified
ATT-001922,BEN-0160,OFF-014,Plus,2025-05,2025-05-08,2025-05-08 00:00:00,8000,Verified
ATT-001071,BEN-0087,OFF-014,Plus,2025-10,2025-10-18,2025-10-19 00:00:00,8000,Verified
ATT-000183,BEN-0015,OFF-012,Vocational,2026-05,2026-05-11,2026-05-11 00:00:00,10000,Verified
ATT-000265,BEN-0022,OFF-008,Scholarship,2025-10,2025-10-10,2025-10-12 00:00:00,15000,Verified
ATT-001350,BEN-0111,OFF-002,Scholarship,2025-04,2025-04-22,2025-04-23 00:00:00,15000,Verified
ATT-002335,BEN-0195,OFF-002,Scholarship,2025-12,2025-12-10,2025-12-11 00:00:00,15000,Verified
ATT-002242,BEN-0188,OFF-005,Scholarship,2025-06,2025-06-12,2025-06-14 00:00:00,15000,Verified
ATT-000065,BEN-0005,OFF-004,Scholarship,2025-08,2025-08-12,2025-08-14 00:00:00,15000,Verified
ATT-000942,BEN-0078,OFF-015,Plus,2026-06,2026-06-05,2026-06-07 00:00:00,8000,Verified
ATT-000755,BEN-0063,OFF-007,Tech,2025-04,2025-04-13,2025-04-15 00:00:00,12000,Verified
ATT-001911,BEN-0159,OFF-009,Plus,2025-09,2025-09-01,2025-09-01 00:00:00,8000,Verified
ATT-002219,BEN-0186,OFF-011,Vocational,2025-11,2025-11-20,2025-11-22 00:00:00,10000,Verified
ATT-000699,BEN-0058,OFF-015,Plus,2026-05,2026-05-03,2026-05-05 00:00:00,8000,Verified
ATT-001095,BEN-0090,OFF-001,Vocational,2026-05,2026-05-25,2026-05-26 00:00:00,10000,Verified
ATT-000118,BEN-0010,OFF-008,Tech,2025-02,2025-02-17,2025-02-19 00:00:00,12000,Verified
ATT-002077,BEN-0174,OFF-002,Plus,2026-06,2026-06-11,2026-06-11 00:00:00,8000,Verified
ATT-001806,BEN-0150,OFF-010,Vocational,2025-03,10/03/2025,2025-03-12 00:00:00,10000,Verified
ATT-000225,BEN-0018,OFF-008,Tech,2025-04,2025-04-11,2025-04-13 00:00:00,12000,Verified
ATT-001449,BEN-0119,OFF-010,Scholarship,2025-12,2025-12-13,2025-12-15 00:00:00,15000,Verified
ATT-002244,BEN-0188,OFF-005,Scholarship,2026-02,2026-02-15,2026-02-17 00:00:00,15000,Verified
